ULIKey,FirstSeen,Address,Village,Price,VLSNumber,DaysOnMarket
L27.22,2026-04-21,3133 KRAMER CT,The Village of Pine Ridge,342000,250082,158
S17V.40,2026-04-21,2109 CANNON LOOP,The Village of McClure,775000,250023,158
L82V.57,2026-04-21,530 VAN DEEN PL,The Village of Dabney,389900,250080,158
L12.2887,2026-04-22,1329 E SCHWARTZ BLVD,The Village of Silver Lake,285900,249860,157
S705.60,2026-04-22,2507 BIRCH AVE,The Village of Duval,285000,249450,157
S950.52,2026-04-22,3147 AMBERLY CT,The Village of Sanibel,399000,249903,157
S181.118,2026-04-22,3399 COUNTRYSIDE PATH,The Village of Charlotte,399000,249970,157
S125V.142,2026-04-22,3473 PARRIS PL,The Village of DeLuna,369500,250052,157
S46V.130,2026-04-22,5446 DRAY DR,The Village of Bradford,529000,250094,157
S78V.4,2026-04-22,984 HEATHMAN PL,The Village of Cason Hammock,648000,250077,157
M228.55,2026-04-23,16600 SE 85TH LANGHAM CT,The Village of Briar Meadow,275000,250089,156
S80.188,2026-04-23,590 ABBEVILLE LOOP,The Village of Belvedere,339000,250126,156
L3.362,2026-04-23,706 ROYAL PALM AVE,The Village of Silver Lake,179900,250091,156
S668.58,2026-04-23,1160 MCBEE AVE,The Village of Caroline,329900,250120,156
S716.11,2026-04-23,304 VIDALIA PL,The Village of Hadley,339900,249978,156
S148.72,2026-04-23,2332 CEDAR BAY LN,The Village of St. Charles,448000,250105,156
S822.32,2026-04-23,2378 HADDINGTON CT,The Village of Tamarind Grove,439900,250079,156
S805.6,2026-04-23,2553 CARRINGTON CT,The Village of Buttonwood,274900,249909,156
S833.265,2026-04-23,11196 ROZ WAY,Oxford Oaks - Family Neighborhood,749621,249908,156
L31.70,2026-04-23,629 KRIETEMEYER PATH,The Village of Pine Hills,1999800,250121,156
S735.9,2026-04-23,1648 MCDONALD CT,The Village of Monarch Grove,309997,249950,156
S91V.44,2026-04-23,1472 EMMA PL,The Village of Hawkins,259117,250098,156
S108V.1,2026-04-23,2938 DORIS CT,The Village of Richmond,369000,250026,156
L49V.64,2026-04-23,6408 MCKNIGHT LOOP,The Village of Newell,624900,250123,156
S215V.99,2026-04-23,7552 BECKY CT,The Village of Moultrie Creek,449000,249951,156
S212V.57,2026-04-23,1874 TIMON ST,The Village of Moultrie Creek,239555,250012,156
S144V.84,2026-04-23,6182 HANNAN LOOP,The Village of Well Point,492000,250048,156
S99V.94,2026-04-24,2391 YOUNGMANN LOOP,The Village of St. Johns,539391,250034,155
S608.62,2026-04-24,3121 ARCHER AVE,The Village of Polo Ridge,519900,250132,155
M59.29,2026-04-24,8109 SE 174TH BELHAVEN LOOP,The Village of Chatham,399600,250136,155
S110.116,2026-04-24,817 MAYBANK LOOP,The Village of Caroline,359000,250133,155
S833.491,2026-04-24,3482 KELLAHER PL,Oxford Oaks - Family Neighborhood,338900,250130,155
S121V.34,2026-04-24,3230 MABEL TER,The Village of DeLuna,319000,250014,155
S82V.24,2026-04-24,5668 BRETT WAY,The Village of Hawkins,649900,250100,155
S93V.35,2026-04-24,5719 VIRGIL PL,The Village of Hawkins,299000,250053,155
S115V.59,2026-04-24,4197 WIDMANN PL,The Village of Richmond,539000,250108,155
L52V.4,2026-04-24,2026 NICOLE TER,The Village of Newell,434900,250054,155
S15.51,2026-04-25,409 ALDAMA AVE,The Village de La Vista,429316,249810,154
S40.17,2026-04-25,1573 NORFOLK AVE,The Village of Belle Aire,919000,250043,154
S127.237,2026-04-25,278 CORBETT DR,The Village of Amelia,335000,250066,154
S943.18,2026-04-25,3091 EASTWOOD TER,The Village of Pinellas,527711,250075,154
S970.61,2026-04-25,3467 DOLAN CT,The Village of Labelle,420000,250088,154
L31.22,2026-04-25,3604 CONSERVATION TRL,The Village of Pine Hills,2495000,250021,154
S96V.58,2026-04-25,5471 GUICE AVE,The Village of St. Johns,439000,250074,154
L62V.37,2026-04-25,7197 FAY CT,The Village of Lake Denham,293000,250142,154
L74V.9,2026-04-25,7305 CORNWALL WAY,The Village of Dabney,389000,250107,154
S226V.28,2026-04-25,7917 CARMEN RENE WAY,The Village of Shady Brook,879000,250150,154
M63.47,2026-04-26,7100 SE 172ND HAZELWOOD LOOP,The Village of Chatham,977711,250149,153
S654.24,2026-04-26,2011 THURMOND AVE,The Village of Liberty Park,309900,249930,153
S667.52,2026-04-26,790 HILDA WAY,The Village of Virginia Trace,459000,250160,153
S123.79,2026-04-26,1025 DENTSVILLE LN,The Village of Largo,549000,250162,153
S825.45,2026-04-26,2309 TRAILWINDS TER,The Village of Tamarind Grove,365000,249973,153
S202.3,2026-04-26,3567 VALLEYBROOK WAY,The Village of Dunedin,524900,249941,153
L34.99,2026-04-26,3336 MCCABE ST,The Village of Pine Hills,530000,250166,153
S3F.9,2026-04-26,5658 KEY DEER PATH,The Village of Fenney,429000,250033,153
S117V.81,2026-04-26,3005 SENTELL ST,The Village of DeLuna,749900,250159,153
S85V.29,2026-04-26,5515 GOODMAN CT,The Village of Hawkins,295400,250146,153
S96V.81,2026-04-26,1702 GALLOWAY DR,The Village of St. Johns,445000,250173,153
S104V.44,2026-04-26,4411 STONY RUN,The Village of Richmond,414411,250158,153
S142V.25,2026-04-26,2610 BETHLEHEM LN,The Village of Richmond,539900,250113,153
L75V.60,2026-04-26,876 CONROE ST,The Village of Dabney,279000,250164,153
S223V.38,2026-04-26,1570 LUCA LN,The Village of Shady Brook,275000,250114,153
S85.25,2026-04-27,2317 LAMAR LN,The Village of Lynnhaven,279000,250174,152
S665.36,2026-04-27,846 GAFFNEY ST,The Village of Virginia Trace,349000,249699,152
S731.53,2026-04-27,2794 KILCREASE LOOP,The Village of DeLuna,579900,250153,152
S117V.19,2026-04-27,3127 ELY CIR,The Village of DeLuna,1195000,250103,152
S183V.12,2026-04-27,1980 PERISH PL,The Village of Well Point,413894,250163,152
L1.60,2026-04-28,1311 PARADISE DR,The Village of Orange Blossom Gardens,299900,249878,151
S35.195,2026-04-28,754 EVELYN DR,The Village of Polo Ridge,315000,250180,151
S70.409,2026-04-28,1915 WALDEN WAY,The Village of Winifred,379621,248885,151
S197.54,2026-04-28,3095 ISLAWILD WAY,The Village of Sanibel,425000,250157,151
S621.40,2026-04-28,2451 ROGERS RD,The Village of DeSoto,415000,250063,151
S629.60,2026-04-28,5526 WIGGINS TER,The Village of Hammock at Fenney,549000,250119,151
S4M.261,2026-04-28,7349 CATINAZZO CT,Middleton - Family Neighborhood,279000,250092,151
S249V.21,2026-04-28,7152 TIPPETT TRL,The Village of Waters Edge,399999,250093,151
S41.206,2026-04-29,1837 NAPLES PL,The Village of Belle Aire,329900,250186,150
S105.58,2026-04-29,842 PINCKNEY LN,The Village of Bridgeport at Lake Sumter,899500,250194,150
S216.145,2026-04-29,3400 NURSERY PL,The Village of Hillsborough,590000,250188,150
S966.179,2026-04-29,3879 E TORCH LAKE DR,The Village of Collier at Antrim Dells,789000,248133,150
S970.32,2026-04-29,515 JUJUBE AVE,The Village of Labelle,485000,250152,150
S956.27,2026-04-29,761 YAGER LN,Osceola Hills at Soaring Eagle Preserve,399900,250125,150
S191.6,2026-04-29,4142 MCDOWELL DR,The Village of Osceola Hills,519000,249756,150
S124V.11,2026-04-29,4521 SAMANTHA CT,The Village of DeLuna,629900,250111,150
S124V.61,2026-04-29,4543 BROOKE LN,The Village of DeLuna,547711,250172,150
S94V.51,2026-04-29,5638 MATANZAS LOOP,The Village of Hawkins,344000,250193,150
L44V.14,2026-04-29,1867 VANBECK CIR,The Village of Newell,1195000,250010,150
L42V.20,2026-04-29,1941 RAST RD,The Village of Newell,309900,250195,150
L42V.33,2026-04-29,1906 HUX CT,The Village of Newell,265000,250087,150
L54V.71,2026-04-29,6773 MOTT ST,The Village of Newell,320000,250143,150
M217.62,2026-04-30,17435 SE 82ND ROSLYN CT,The Village of Piedmont,279000,250200,149
M62.220,2026-04-30,17430 SE 72ND DEER RUN AVE,The Village of Chatham,424900,250204,149
S67.98,2026-04-30,982 KINGMONT TER,The Village of Summerhill,357900,250202,149
S68.176,2026-04-30,3554 AUBURNDALE AVE,The Village of Summerhill,255000,250112,149
S99.63,2026-04-30,1622 HUNTINGTON PATH,The Village of Poinciana,489000,250165,149
S967.23,2026-04-30,3572 ONYX AVE,The Village of Hillsborough,389000,249723,149
S133V.43,2026-04-30,3358 BRIANNA LN,The Village of DeLuna,379000,250170,149
S67V.48,2026-04-30,6089 GUY TER,The Village of Citrus Grove,254500,250110,149
S82V.4,2026-04-30,5705 BRETT WAY,The Village of Hawkins,1059850,250139,149
S51V.123,2026-04-30,5672 ALTMAN CT,The Village of St. Catherine,359900,250141,149
S103V.43,2026-04-30,2637 DREW CIR,The Village of St. Johns,449900,250182,149
L76V.39,2026-04-30,785 RIVER OAKS CIR,The Village of Dabney,425000,250197,149
S155.67,2026-05-01,2383 ANSLEY PATH,The Village of Tamarind Grove,429000,250167,148
S150.29,2026-05-01,2153 SUN BLUFF CT,The Village of St. Charles,770000,250134,148
S945.49,2026-05-01,3335 SEBASTION AVE,The Village of Charlotte,429000,250124,148
S619.46,2026-05-01,5734 LEIGH LN,The Village of DeSoto,425000,250181,148
S621.66,2026-05-01,6026 GIBSON AVE,The Village of DeSoto,399900,250156,148
S81V.29,2026-05-01,1243 SARANAC PL,The Village of Hawkins,369000,250208,148
S115V.38,2026-05-01,4271 WIDMANN PL,The Village of Richmond,550000,249996,148
L53V.21,2026-05-01,6764 MARY LOOP,The Village of Newell,364000,250011,148
S207V.70,2026-05-01,1608 WOELKERS CIR,The Village of Moultrie Creek,439990,249984,148
S1M.112,2026-05-01,7583 CHASTAIN CIR,Middleton - Family Neighborhood,299000,250206,148
S2M.69,2026-05-01,2500 WILES LN,Middleton - Family Neighborhood,546900,250095,148
S249V.47,2026-05-01,7154 JOSH DR,The Village of Waters Edge,459900,249795,148
S177V.41,2026-05-01,6303 DESTINY DR,The Village of Well Point,419000,250102,148
S14.31,2026-05-02,625 SAN MARINO DR,The Village de La Vista,387711,247007,147
L6.911,2026-05-02,508 JASON DR,The Village of Silver Lake,209900,250223,147
L12.3070,2026-05-02,537 RAINBOW BLVD,The Village of Silver Lake,205000,250218,147
S807.50,2026-05-02,2512 GRANVILLE TER,The Village of Buttonwood,304000,250219,147
S965.26,2026-05-02,1223 TRAPPERS CT,The Village of Dunedin,329000,250127,147
L33.125,2026-05-02,942 KOLLER CT,The Village of Pine Hills,469000,250214,147
S71V.100,2026-05-02,6203 TRIPP TER,The Village of Citrus Grove,879000,250129,147
S96V.68,2026-05-02,1654 GALLOWAY DR,The Village of St. Johns,399000,250179,147
L46V.6,2026-05-02,1779 FECHTEL AVE,The Village of Newell,319000,250118,147
L56V.65,2026-05-02,7007 MINCHEW CIR,The Village of Lake Denham,399000,250224,147
L63V.55,2026-05-02,7161 NAMAN CT,The Village of Lake Denham,402800,249979,147
S4M.27,2026-05-02,7332 CATINAZZO CT,Middleton - Family Neighborhood,248500,250189,147
S26.143,2026-05-03,1308 GALINDO PL,The Village Santo Domingo,449000,250115,146
S128.15,2026-05-03,603 ALLENWOOD LOOP,The Village of Amelia,599000,249999,146
S703.52,2026-05-03,2408 TRAVIS PL,The Village of Duval,314900,250236,146
S182.106,2026-05-03,3458 NESTLEBRANCH AVE,The Village of Charlotte,524900,250234,146
S958.54,2026-05-03,604 YBOR LN,The Village of Osceola Hills,324999,249563,146
S619.62,2026-05-03,2411 DOOLEY ST,The Village of DeSoto,442000,250192,146
S718.37,2026-05-03,6027 NEILSON CT,The Village of McClure,399900,250222,146
S58V.100,2026-05-03,337 JAMESON LOOP,The Village of Citrus Grove,525000,250250,146
S65V.44,2026-05-03,5919 WALTERS CT,The Village of St. Catherine,398000,250205,146
L43V.38,2026-05-03,6573 MASON PL,The Village of Newell,369000,250220,146
L83V.3,2026-05-03,495 VERLANDER ST,The Village of Dabney,530000,250245,146
M218.1,2026-05-04,17339 SE 84TH FOXGROVE AVE,The Village of Briar Meadow,1250000,250140,145
S71.227,2026-05-04,740 WINIFRED WAY,The Village of Winifred,459000,250238,145
S157.119,2026-05-04,2108 BEECHER PATH,The Village of Buttonwood,455000,250231,145
S126V.17,2026-05-04,4669 RAMSELL RD,The Village of DeLuna,382500,250229,145
S121V.9,2026-05-04,3261 MABEL TER,The Village of DeLuna,279316,250254,145
S71V.132,2026-05-04,6363 DANIELSON LOOP,The Village of Citrus Grove,454900,250230,145
S72V.18,2026-05-04,658 PAXTON CT,The Village of Citrus Grove,999999,250251,145
S88V.46,2026-05-04,1391 FRAZIER WAY,The Village of Hawkins,774900,250243,145
S94V.24,2026-05-04,5565 MELVIN DR,The Village of Hawkins,864900,250178,145
S114V.15,2026-05-04,3943 MUNFORD TER,The Village of Richmond,339700,250211,145
S29.16,2026-05-05,2463 TAMARINDO DR,The Village Santiago,375000,249807,144
S607.97,2026-05-05,1402 CONCHAS DR,The Village Santiago,344000,250249,144
L6.1065,2026-05-05,1006 PARKER PL,The Village of Silver Lake,227400,250221,144
S701.12,2026-05-05,1003 RIDGEVILLE RD,The Village of Sabal Chase,299000,250244,144
S141.209,2026-05-05,2361 INDIA HOOK TER,The Village of Bonita,529500,250209,144
S148.6,2026-05-05,1824 DUTCHESS LOOP,The Village of St. Charles,449000,250067,144
S817.27,2026-05-05,2084 PINK BLOSSOM CT,The Village of St. Charles,379900,250256,144
S817.52,2026-05-05,1795 WILDFLOWER PL,The Village of St. Charles,369000,250154,144
S833.231,2026-05-05,11220 ROZ WAY,Oxford Oaks - Family Neighborhood,747727,250151,144
S125V.17,2026-05-05,3418 NISBET LOOP,The Village of DeLuna,424976,250226,144
S99V.76,2026-05-05,2404 YOUNGMANN LOOP,The Village of St. Johns,624900,250171,144
S114V.86,2026-05-05,3985 KANAWHA PL,The Village of Richmond,339000,250265,144
L41V.57,2026-05-05,6420 BRIDGET AVE,The Village of Newell,379555,250210,144
L44V.34,2026-05-05,1687 COLLEEN CT,The Village of Newell,499555,250183,144
S26.91,2026-05-06,1913 AUGUSTINE DR,The Village Santo Domingo,339900,250122,143
S71.192,2026-05-06,1787 WINTHROP TER,The Village of Winifred,379000,250185,143
S651.53,2026-05-06,2689 CRAVEN WAY,The Village of Lynnhaven,299000,250233,143
S813.29,2026-05-06,1980 PEACEFUL PL,The Village of St. James,315000,250282,143
S179.108,2026-05-06,3176 BELCHERRY LOOP,The Village of Charlotte,475000,250168,143
S733.52,2026-05-06,1972 CROMER PL,The Village of Linden,305000,250257,143
S203V.22,2026-05-06,7732 GRIFFIN LN,The Village of Moultrie Creek,399000,250232,143
S214V.13,2026-05-06,7454 BOYSO TER,The Village of Moultrie Creek,339900,250286,143
L8.1575,2026-05-07,1736 MAGNOLIA AVE,The Village of Country Club Hills,279900,250266,142
S9.49,2026-05-07,1162 SAN JUAN DR,The Village Hacienda,535000,250267,142
S41.251,2026-05-07,1836 CAPTIVA CT,The Village of Belle Aire,269900,250131,142
S76.39,2026-05-07,560 SMITHFIELD PL,The Village of Belvedere,415000,250258,142
S725.12,2026-05-07,2470 LEWIS LN,The Village of Marsh Bend,305000,249871,142
S725.28,2026-05-07,5449 WEAVER AVE,The Village of Marsh Bend,290000,249867,142
S117V.121,2026-05-07,3054 SENTELL ST,The Village of DeLuna,374054,249937,142
S73V.69,2026-05-07,6110 COLLOPY PL,The Village of Citrus Grove,609000,250073,142
S107V.29,2026-05-07,2863 CHARITY LOOP,The Village of Richmond,275000,250301,142
L41V.88,2026-05-07,1986 OPPENHEIMER CT,The Village of Newell,545000,250285,142
L75V.2,2026-05-07,7410 KIERSTIN CT,The Village of Dabney,279850,250271,142
S183V.26,2026-05-07,6260 PABLO CT,The Village of Well Point,600000,250213,142
S33.231,2026-05-08,3160 HILLSIDE LN,The Village of Glenbrook,810436,250315,141
S4.43,2026-05-08,252 JUAREZ WAY,The Village Rio Ponderosa,319621,250279,141
S29.35,2026-05-08,2417 TAMARINDO DR,The Village Santiago,530000,250314,141
L12.3112,2026-05-08,548 RAINBOW BLVD,The Village of Silver Lake,248000,250317,141
S8F.43,2026-05-08,2675 LYALL LOOP,The Village of Fenney,600000,250240,141
S16V.65,2026-05-08,2328 STIVENDER PL,The Village of McClure,569900,250296,141
S43V.16,2026-05-08,5936 STORMS AVE,The Village of Linden,899900,250295,141
S116V.4,2026-05-08,4477 ELIJAH LOOP,The Village of DeLuna,389900,250278,141
S85V.18,2026-05-08,5504 ANTHONY TER,The Village of Hawkins,285555,250273,141
S91V.56,2026-05-08,1479 JOSHUA CT,The Village of Hawkins,279000,250241,141
S101V.26,2026-05-08,2431 WITTMAN PL,The Village of St. Johns,309000,250280,141
S606.33,2026-05-09,1102 LIENDO LN,The Village Santiago,359000,250260,140
S23.180,2026-05-09,1511 AQUINO LN,The Village Santo Domingo,325000,249809,140
S657.10,2026-05-09,1034 COTTAGE DR,The Village of Lake Sumter Landing,1299000,250051,140
S127.272,2026-05-09,293 ELWICK LN,The Village of Amelia,299900,250305,140
S709.45,2026-05-09,2507 MARIEL WAY,The Village of Hemingway,334900,250070,140
S214.98,2026-05-09,3234 ORANGEDALE TER,The Village of Gilchrist,429900,249998,140
S623.25,2026-05-09,2954 KNAPP ST,The Village of Fenney,319000,250307,140
S17V.18,2026-05-09,2126 CANNON LOOP,The Village of McClure,888000,250300,140
S718.7,2026-05-09,6070 NEILSON CT,The Village of McClure,475000,250281,140
S63V.23,2026-05-09,5750 MUSTART CT,The Village of St. Catherine,229900,250310,140
S65V.28,2026-05-09,5926 WALTERS CT,The Village of St. Catherine,359900,250329,140
S98V.58,2026-05-09,4981 OKAHUMPKA RUN,The Village of St. Johns,459900,250247,140
L48V.82,2026-05-09,1738 VANBECK CIR,The Village of Newell,849000,250176,140
S290V.5,2026-05-09,6395 DENISE DR,The Village of Oak Hollow,829000,250283,140
S246V.1,2026-05-09,1233 CROUCH DR,The Village of Waters Edge,649000,250321,140
S162V.7,2026-05-09,6475 EDENFIELD RUN,The Village of Edenfield,1397000,250138,140
L8.1905,2026-05-10,1827 W SCHWARTZ BLVD,The Village of Country Club Hills,149900,250288,139
S40.16,2026-05-10,1581 NORFOLK AVE,The Village of Belle Aire,950000,250227,139
S92.137,2026-05-10,1578 OLAR CT,The Village of Sunset Pointe,475000,250275,139
S673.72,2026-05-10,2000 GRAY CT,The Village of Largo,309000,250246,139
S159.79,2026-05-10,2392 HOOK HOLLOW TER,The Village of Tamarind Grove,349900,250184,139
S966.125,2026-05-10,3751 HALLOY LN,The Village of Collier at Antrim Dells,475000,250306,139
M233.22,2026-05-10,16969 SE 74TH SOULLIERE AVENUE,The Village of Chatham at Soulliere,399000,250302,139
S74V.116,2026-05-10,6124 SINGH LN,The Village of Citrus Grove,419000,250325,139
S109V.37,2026-05-10,4248 MCCLOY AVE,The Village of Richmond,547900,250284,139
L46V.17,2026-05-10,6661 GEIGER LN,The Village of Newell,259733,250228,139
L50V.4,2026-05-10,6481 GAVANNI ST,The Village of Newell,379900,250332,139
S219V.60,2026-05-10,1473 COWART CIR,The Village of Shady Brook,485000,250268,139
S13A.16,2026-05-11,2031 ALLENDE AVE,The Village de Allende,775000,250319,138
S67V.43,2026-05-11,6067 GUY TER,The Village of Citrus Grove,244900,250272,138
S107V.31,2026-05-11,2873 CHARITY LOOP,The Village of Richmond,264000,250207,138
S188V.37,2026-05-11,6570 LITTLEJOHN LOOP,The Village of Oak Hollow,439711,250297,138
L8.1668,2026-05-12,714 ORCHID ST,The Village of Country Club Hills,299000,250342,137
L10.2406,2026-05-12,1528 DORAL CIR,The Village of Country Club Hills,184900,250349,137
L17.5577,2026-05-12,518 ALCAZAR CT,The Village Mira Mesa,299900,250324,137
L10.2042,2026-05-12,710 TURNBERRY LN,The Village of Silver Lake,179900,250274,137
L12.3069,2026-05-12,539 RAINBOW BLVD,The Village of Silver Lake,209900,250334,137
S236.37,2026-05-12,412 CALVERT TER,The Village of Belvedere,289900,250331,137
S174.32,2026-05-12,1472 BRIER CREEK CIR,The Village of Bridgeport at Laurel Valley,1325000,250106,137
L29.67,2026-05-12,3275 BURNS DR,The Village of Pine Hills,549900,250338,137
S108V.17,2026-05-12,4344 BROAD ST,The Village of Richmond,298000,250320,137
L63V.73,2026-05-12,1386 GUILLERMINA LOOP,The Village of Lake Denham,550000,250345,137
S213V.60,2026-05-12,1681 STRUTHERS LN,The Village of Moultrie Creek,585000,250148,137
S223V.23,2026-05-12,1536 PJ MARTIN CT,The Village of Shady Brook,315000,250347,137
S802.57,2026-05-13,1023 BLUE HERON AVE,The Village of Bridgeport - Edgewater,645000,250360,136
S942.57,2026-05-13,848 SAPPHIRE PL,The Village of Charlotte,424900,250199,136
S959.64,2026-05-13,3433 ALWYNE AVE,The Village of Collier,284500,250299,136
S7F.3,2026-05-13,2560 CARUTHERS PATH,The Village of DeSoto,1075000,250318,136
S739.3,2026-05-13,6052 CHASE CT,The Village of Monarch Grove,309000,250340,136
S65V.29,2026-05-13,5922 WALTERS CT,The Village of St. Catherine,395000,250358,136
S222V.87,2026-05-13,1566 ANDREW MACHOL CT,The Village of Shady Brook,539900,250298,136
S234V.21,2026-05-13,7485 HEGLER ST,The Village of Waters Edge,299000,250356,136
L8.1874,2026-05-14,1838 W SCHWARTZ BLVD,The Village of Country Club Hills,274900,250372,135
S19.81,2026-05-14,2001 CRISTO RD,The Village Santo Domingo,312500,250350,135
S170.222,2026-05-14,2029 DALECROFT TRL,The Village of Buttonwood,549900,250374,135
S955.39,2026-05-14,2594 LINDEWOOD ST,The Village of Collier,339900,250371,135
S237.16,2026-05-14,1483 WALNUT WAY,The Village of Dunedin,549000,250339,135
L32.31,2026-05-14,851 KAUSKA WAY,The Village of Pine Hills,995000,250365,135
S9F.87,2026-05-14,2955 GLENDA PL,The Village of Fenney,535000,250326,135
S33V.27,2026-05-14,5773 HENRY LOOP,The Village of Linden,529900,250311,135
S42V.55,2026-05-14,5941 FLINT LOOP,The Village of Monarch Grove,387387,250368,135
S44A.18,2026-05-14,1069 WILDER PATH,The Village of Chitty Chatty,1095000,250327,135
S628.34,2026-05-14,5746 BRENNAN CT,The Village of Hammock at Fenney,429900,249993,135
S84V.42,2026-05-14,1286 MEAD PL,The Village of Hawkins,624900,250291,135
S88V.51,2026-05-14,1349 FRAZIER WAY,The Village of Hawkins,1349000,250330,135
S49V.115,2026-05-14,5692 UMLAND LN,The Village of St. Catherine,674900,250370,135
S203V.25,2026-05-14,7748 GRIFFIN LN,The Village of Moultrie Creek,420000,250262,135
S609.100,2026-05-15,3033 MACON CT,The Village of Belle Aire,495000,250328,134
M222.133,2026-05-15,7871 SE 173RD PANORAMA PL,The Village of Chatham,199800,250396,134
S641.27,2026-05-15,487 GOOD HOPE WAY,The Village of Bonnybrook,419000,250352,134
S652.69,2026-05-15,2472 KINGSTREE PL,The Village of Lynnhaven,279900,250388,134
S108.3,2026-05-15,1272 SPARTANBURG WAY,The Village of Virginia Trace,499000,250117,134
S105.50,2026-05-15,1265 RUSSELL LOOP,The Village of Bridgeport at Lake Sumter,895000,250322,134
S128.146,2026-05-15,1882 JENKINS CT,The Village of Amelia,574000,250343,134
S815.49,2026-05-15,1802 HALLANDALE LN,The Village of St. Charles,279900,250366,134
S168.28,2026-05-15,1895 LAKE RIDGE DR,The Village of Pennecamp,1595000,250309,134
S966.27,2026-05-15,3930 E TORCH LAKE DR,The Village of Collier at Antrim Dells,669000,250362,134
S969.166,2026-05-15,3480 LEELANAU CT,The Village of Collier at Alden Bungalows,548000,250389,134
L25.118,2026-05-15,1092 INCORVAIA WAY,The Village of Pine Ridge,599900,250333,134
S29V.47,2026-05-15,5060 SANWALD ST,The Village of Marsh Bend,469900,250385,134
S132V.6,2026-05-15,4279 TIEDEMANN LOOP,The Village of DeLuna,450000,250169,134
S13F.12,2026-05-15,3578 ADAMSVILLE AVE,The Village of Hammock at Fenney,949800,250264,134
S235V.42,2026-05-15,1220 CHIASSON AVE,The Village of Waters Edge,279900,250344,134
S36.181,2026-05-16,816 ARCHER AVE,The Village of Polo Ridge,429900,250386,133
L5.718,2026-05-16,1107 DUSTIN DR,The Village of Silver Lake,160000,250391,133
S648.3,2026-05-16,2134 JASPER WAY,The Village of Ashland,498800,250383,133
S969.55,2026-05-16,2835 CHARLEVOIX ST,The Village of Collier at Alden Bungalows,515000,250400,133
L28.2,2026-05-16,3164 BRINE WAY,The Village of Pine Ridge,365000,249675,133
L32.118,2026-05-16,838 WIECHENS WAY,The Village of Pine Hills,409000,250399,133
S734.41,2026-05-16,5674 HERMAN AVE,The Village of Linden,369000,250363,133
S112V.95,2026-05-16,2759 CARYTOWN LOOP,The Village of Richmond,409900,250387,133
L53V.3,2026-05-16,6647 MARY LOOP,The Village of Newell,449000,250242,133
L81V.45,2026-05-16,541 LAKE CREEK CIR,The Village of Dabney,1480117,250263,133
S203V.6,2026-05-16,7781 GRIFFIN LN,The Village of Moultrie Creek,519000,250369,133
S31.180,2026-05-17,2735 PRIVADA DR,The Village Alhambra,339900,250248,132
L23.6202,2026-05-17,1012 AMARILLO PL,The Village La Zamora,429789,250393,132
S127.253,2026-05-17,305 MERCER WAY,The Village of Amelia,279000,250147,132
S217.121,2026-05-17,1606 TANGO ST,The Village of Hillsborough,525000,250353,132
S135V.26,2026-05-17,3398 MELISSA LN,The Village of DeLuna,265000,250354,132
S222V.35,2026-05-17,8041 CARMEN RENE WAY,The Village of Shady Brook,1100000,250379,132
S230V.26,2026-05-17,1408 HEARNS LOOP,The Village of Shady Brook,434500,250335,132
L103.39,2026-05-18,1055 AVENIDA SONOMA,The Village of Spanish Springs,495000,250377,131
S134.1,2026-05-18,2327 DUNKIRK TRL,The Village of Hadley,749900,250336,131
S828.91,2026-05-18,1241 MERRYWEATHER WAY,The Village of Bridgeport-Creekside Landing,750000,250422,131
S110V.54,2026-05-18,4266 LIBBIE LN,The Village of Richmond,850000,250411,131
S111V.16,2026-05-18,2875 DOCK ST,The Village of Richmond,599000,250381,131
S233V.38,2026-05-18,7534 HINDE PL,The Village of Waters Edge,280000,250421,131
L8.1698,2026-05-19,819 ORCHID ST,The Village of Country Club Hills,179700,250303,130
L8.1699,2026-05-19,1802 DAFFODILL LN,The Village of Country Club Hills,225000,250135,130
L22.6054,2026-05-19,907 PASADENA WAY,The Village La Reynalda,339555,250109,130
S67.162,2026-05-19,3722 AUBURNDALE AVE,The Village of Summerhill,429900,250137,130
S46V.132,2026-05-19,5440 DRAY DR,The Village of Bradford,579000,250424,130
S71V.28,2026-05-19,6230 DANIELSON LOOP,The Village of Citrus Grove,1295000,250418,130
S65V.20,2026-05-19,674 WHITED LN,The Village of St. Catherine,397500,250433,130
S211V.27,2026-05-19,1815 REECE PATTERSON DR,The Village of Moultrie Creek,349900,250407,130
S237V.115,2026-05-19,1185 LONGENECKER LOOP,The Village of Waters Edge,534000,250419,130
L4.425,2026-05-20,921 TARRSON BLVD,The Village of Silver Lake,239900,250364,129
M48.1,2026-05-20,17608 SE 92ND GRANTHAM TER,The Village of Springdale,365900,250417,129
S681.56,2026-05-20,2128 SMOAKS ST,The Village of Tall Trees,414000,250434,129
S713.10,2026-05-20,2457 FOSGATE PL,The Village of Hadley,369000,250395,129
S208.58,2026-05-20,1238 THUNDERBIRD WAY,The Village of Fernandina,529900,250380,129
S223.189,2026-05-20,3348 KENNEDY AVE,The Village of Collier,525000,250428,129
S2.192,2026-05-21,711 LISBON LN,The Village Rio Grande,394900,250429,128
S242.65,2026-05-21,2614 ASCOT LOOP,The Village of Belvedere,275000,250445,128
S92.77,2026-05-21,1706 NELSON TER,The Village of Sunset Pointe,929900,250413,128
S148.4,2026-05-21,1836 DUTCHESS LOOP,The Village of St. Charles,423700,250449,128
S813.48,2026-05-21,2050 FAIRVIEW LN,The Village of St. James,300000,250432,128
